features,k,silhouette,homogeneity
coverage alpha error,13,0.38266855909521297,0.2912448160510335
coverage alpha error,14,0.36909684618531863,0.28613494577791926
coverage alpha error,15,0.36941428909114093,0.2920506612922922
coverage alpha error,16,0.3681080869059543,0.29047334500450583
coverage alpha error,17,0.3582288100178445,0.3146465998826934
coverage alpha error,18,0.37479994587530896,0.3316494448553433
coverage alpha error,19,0.358282896475824,0.33285741623159537
coverage alpha error,20,0.35755968983127334,0.344005717680738
coverage alpha diameter,2,0.3607849390908601,0.051006566156851535
coverage alpha diameter,3,0.41239768980556285,0.06043958956693345
coverage alpha diameter,4,0.43328928719823606,0.08173385360232464
coverage alpha diameter,5,0.3622411843925618,0.13143743259332497
coverage alpha diameter,6,0.3722745429956835,0.18815889073966435
coverage alpha diameter,7,0.3598102183725935,0.20299010592062808
coverage alpha diameter,8,0.35513318660128584,0.23796809746011072
coverage alpha diameter,9,0.36514870597294263,0.2553711940138688
coverage alpha diameter,10,0.3802059685202648,0.28299785049722403
coverage alpha diameter,11,0.37971379351401985,0.2667472197299124
coverage alpha diameter,12,0.38130090714334186,0.2907921986045844
coverage alpha diameter,13,0.3819585444255733,0.2947812044690384
coverage alpha diameter,14,0.36013460306135686,0.34556922099112936
coverage alpha diameter,15,0.37785722080033785,0.3164213184378292
coverage alpha diameter,16,0.40858942141655347,0.35570291822305294
coverage alpha diameter,17,0.4162877190688019,0.3650867099185126
coverage alpha diameter,18,0.3949144284637077,0.3749783899422215
coverage alpha diameter,19,0.35905015388718065,0.3632917027395577
coverage alpha diameter,20,0.38513021132315217,0.3745511413733785
coverage alpha est_apl,2,0.6272070761954559,0.01912504875931478
coverage alpha est_apl,3,0.42431850656775016,0.06494753465161092
coverage alpha est_apl,4,0.3598286725032491,0.13620802458582895
coverage alpha est_apl,5,0.3364818303105603,0.15336544075056086
coverage alpha est_apl,6,0.3468238948015403,0.17636484618478585
coverage alpha est_apl,7,0.33618655102173617,0.21418952545695694
coverage alpha est_apl,8,0.33900544257918275,0.2538532294843159
coverage alpha est_apl,9,0.33573561344551317,0.22801610620008012
coverage alpha est_apl,10,0.34261237074684986,0.2600302917325109
coverage alpha est_apl,11,0.3386759023960254,0.2600302917325109
coverage alpha est_apl,12,0.3365596545567463,0.2679073550160411
coverage alpha est_apl,13,0.3488620452247633,0.28371466989586974
coverage alpha est_apl,14,0.3336305768381139,0.33688822114382105
coverage alpha est_apl,15,0.35325113124181146,0.34385641811031903
coverage alpha est_apl,16,0.3474976304708355,0.35142039672201986
coverage alpha est_apl,17,0.35868275956484247,0.345918750349633
coverage alpha est_apl,18,0.376960430454696,0.38029840306641743
coverage alpha est_apl,19,0.38788025415770255,0.4032432550550323
coverage alpha est_apl,20,0.39566692229073896,0.4085021683112065
coverage alpha transitivity,2,0.48247246986758335,0.026888372409224454
coverage alpha transitivity,3,0.40341352741211817,0.07734062148387835
coverage alpha transitivity,4,0.41827201442612105,0.07738789197159417
coverage alpha transitivity,5,0.3867258701960705,0.10827139788852717
coverage alpha transitivity,6,0.3917589118992106,0.1205631719881484
coverage alpha transitivity,7,0.40365073649024263,0.14705842101487238
coverage alpha transitivity,8,0.40526224984219433,0.1874924944345163
coverage alpha transitivity,9,0.43321205582027467,0.16600222711801088
coverage alpha transitivity,10,0.4212036713451544,0.2593686695006727
coverage alpha transitivity,11,0.4232439206703979,0.277271948276559
coverage alpha transitivity,12,0.4010430143091658,0.29363905522203726
coverage alpha transitivity,13,0.3956034810151335,0.2936390552220373
coverage alpha transitivity,14,0.4179499061559092,0.308627180320085
coverage alpha transitivity,15,0.4321124918831718,0.3178327878726376
coverage alpha transitivity,16,0.42826964144584373,0.3230862834244467
coverage alpha transitivity,17,0.4224026698610354,0.3320098957969797
coverage alpha transitivity,18,0.4246647673975972,0.33557943545836216
coverage alpha transitivity,19,0.419490784884977,0.351846908739585
coverage alpha transitivity,20,0.4123883630001698,0.36234323550184283
coverage alpha density,2,0.6409557081016097,0.01912504875931478
coverage alpha density,3,0.3611116723054479,0.05954020941736441
coverage alpha density,4,0.4361790891409697,0.0690410394340824
coverage alpha density,5,0.45160360435874336,0.08352010245206024
coverage alpha density,6,0.41771090777060826,0.11590614638937351
coverage alpha density,7,0.422348332868126,0.151134972966242
coverage alpha density,8,0.40304082867982793,0.16916598095404894
coverage alpha density,9,0.3976360756343374,0.17253414268113715
coverage alpha density,10,0.3796282122973008,0.19926334157576028
coverage alpha density,11,0.3710065096353104,0.23574149640160993
coverage alpha density,12,0.3849859575047555,0.2566878273885675
coverage alpha density,13,0.39038185216699545,0.2799162184598841
coverage alpha density,14,0.4007422399699721,0.2787932372371036
coverage alpha density,15,0.41431058646671315,0.30452282445414247
coverage alpha density,16,0.4084396952780609,0.311774809861964
coverage alpha density,17,0.41340451077613133,0.3206283406531827
coverage alpha density,18,0.4167461249075032,0.3383166798668419
coverage alpha density,19,0.4248789719529525,0.3567031509222304
coverage alpha density,20,0.4335074609954357,0.3586916622335251
coverage error diameter,2,0.5901135381457712,0.01912504875931478
coverage error diameter,3,0.38783129982390335,0.05368285046448008
coverage error diameter,4,0.398059577647591,0.07009798868902421
coverage error diameter,5,0.38845001650936334,0.1222275701826457
coverage error diameter,6,0.3980356955049215,0.10861502431588653
coverage error diameter,7,0.39030846551088083,0.14358615453065598
coverage error diameter,8,0.36543434388153223,0.16202241977557205
coverage error diameter,9,0.36970409969908496,0.18542509516608285
coverage error diameter,10,0.3631252754545901,0.20803125320492458
coverage error diameter,11,0.3636137217143725,0.23965744377049877
coverage error diameter,12,0.3599868291162543,0.2451799636618597
coverage error diameter,13,0.35850843147306494,0.26124014092607506
coverage error diameter,14,0.3488466521499019,0.298083588867806
coverage error diameter,15,0.3494980273970852,0.3197241245751313
coverage error diameter,16,0.342836125618747,0.34796072913782106
coverage error diameter,17,0.3680468052922978,0.3348885802543328
coverage error diameter,18,0.376092807043946,0.3308053609311825
coverage error diameter,19,0.3701305724677275,0.3807004945065726
coverage error diameter,20,0.3787022063458522,0.361216030969798
coverage error est_apl,2,0.6351933125075206,0.01912504875931478
coverage error est_apl,3,0.3328820641670813,0.04873468295600816
coverage error est_apl,4,0.37679849106406915,0.059569232058133824
coverage error est_apl,5,0.3692760711904809,0.1188121355525329
coverage error est_apl,6,0.3849401401647288,0.1331370895636399
coverage error est_apl,7,0.3849540242353629,0.14765458693621655
coverage error est_apl,8,0.3753484118425189,0.16950571253350935
coverage error est_apl,9,0.3942959942806249,0.19144708559898205
coverage error est_apl,10,0.40951997684245955,0.1989678236557501
coverage error est_apl,11,0.33656922305707104,0.23586394021856216
coverage error est_apl,12,0.3527319258303497,0.2512098102112986
coverage error est_apl,13,0.3360923752147171,0.250896621064904
coverage error est_apl,14,0.33833359268592395,0.26055552587383807
coverage error est_apl,15,0.34603567353541304,0.281197055970146
coverage error est_apl,16,0.3672024475912338,0.28169494183676924
coverage error est_apl,17,0.36331553468617933,0.33169688312384005
coverage error est_apl,18,0.374753340113825,0.3206229675090053
coverage error est_apl,19,0.37750421966107384,0.3485178320222236
coverage error est_apl,20,0.3752501849082325,0.32297094216333344
coverage error transitivity,2,0.6235189905705505,0.01912504875931478
coverage error transitivity,3,0.4633235915752698,0.04196981038835604
coverage error transitivity,4,0.38398549845128166,0.05195756210625384
coverage error transitivity,5,0.4229929496949661,0.08575056912639333
coverage error transitivity,6,0.4235308338254725,0.09804234322601461
coverage error transitivity,7,0.41889197191691835,0.12794125942114457
coverage error transitivity,8,0.4186035289321315,0.12457309769405639
coverage error transitivity,9,0.42606311579696027,0.1535560803263655
coverage error transitivity,10,0.4207011227793287,0.18441119932227257
coverage error transitivity,11,0.4158329894611725,0.20417507303024748
coverage error transitivity,12,0.37439613242622466,0.23590759984194684
coverage error transitivity,13,0.3833713215578685,0.24329698575816971
coverage error transitivity,14,0.3866906138431901,0.23324535654976705
coverage error transitivity,15,0.40228195719026216,0.25700999543398517
coverage error transitivity,16,0.3847409519744162,0.25228569713313015
coverage error transitivity,17,0.3813419618029497,0.28747769991628647
coverage error transitivity,18,0.39358878910476924,0.2935288872965981
coverage error transitivity,19,0.3961848300787398,0.2800638433224319
coverage error transitivity,20,0.3957896486288448,0.3142947039561712
coverage error density,2,0.65060750079787,0.01912504875931478
coverage error density,3,0.479898550652922,0.04511310484854227
coverage error density,4,0.3971750325613529,0.04861412031261577
coverage error density,5,0.424551740589272,0.06183708052709072
coverage error density,6,0.4616841187742369,0.0896234500700813
coverage error density,7,0.482470073697835,0.10433506856222768
coverage error density,8,0.45964208852118227,0.12524431868325198
coverage error density,9,0.4574981836615785,0.13753609278287324
coverage error density,10,0.4378567701292608,0.1857682136815848
coverage error density,11,0.44448034648052515,0.20676156918976427
coverage error density,12,0.4373045884258008,0.21905334328938553
coverage error density,13,0.4432487676547075,0.2300503644919385
coverage error density,14,0.40506129594584,0.24674802257470702
coverage error density,15,0.4038475105468551,0.24333678639764153
coverage error density,16,0.40833604422992176,0.24567448108145248
coverage error density,17,0.3815616693705676,0.2849600859905628
coverage error density,18,0.3791344242510412,0.2705249097263871
coverage error density,19,0.38322536401839963,0.29715975395641964
coverage error density,20,0.3909919030957751,0.2932129046524682
coverage diameter est_apl,2,0.39359416427119337,0.03802446891189635
coverage diameter est_apl,3,0.4562703509261105,0.05397786908312926
coverage diameter est_apl,4,0.37206074146290097,0.14198748437361483
coverage diameter est_apl,5,0.3471692399071226,0.12320135877043077
coverage diameter est_apl,6,0.35207136770365355,0.14997219588802987
coverage diameter est_apl,7,0.35513779921666017,0.20472353454671535
coverage diameter est_apl,8,0.3497854306679006,0.2350044004797926
coverage diameter est_apl,9,0.3461055222300753,0.2705982728105833
coverage diameter est_apl,10,0.3456742158472841,0.2814543085036762
coverage diameter est_apl,11,0.34545339694381627,0.29472734158423436
coverage diameter est_apl,12,0.3612324171049218,0.29701299610148696
coverage diameter est_apl,13,0.3694606945044016,0.2976814909106816
coverage diameter est_apl,14,0.347790445490544,0.3102056322598485
coverage diameter est_apl,15,0.3564643777512396,0.3199546353050582
coverage diameter est_apl,16,0.3415740384256511,0.34565765005956745
coverage diameter est_apl,17,0.36551329763099233,0.3550236710770968
coverage diameter est_apl,18,0.33783447468258776,0.34263646029186046
coverage diameter est_apl,19,0.35080484942381895,0.37299618929736994
coverage diameter est_apl,20,0.3553357096299369,0.4098845049503822
coverage diameter transitivity,2,0.6120637123937084,0.01912504875931478
coverage diameter transitivity,3,0.37985520092175906,0.059376452276665395
coverage diameter transitivity,4,0.4638456685262443,0.07763405710896026
coverage diameter transitivity,5,0.3776038751882785,0.11742674746254624
coverage diameter transitivity,6,0.39801148040773143,0.14378183194277003
coverage diameter transitivity,7,0.40855328249721823,0.15343975596444243
coverage diameter transitivity,8,0.40601067236794997,0.15564915578602595
coverage diameter transitivity,9,0.3878511569945047,0.1968511720351739
coverage diameter transitivity,10,0.39109987324227924,0.21469839678023991
coverage diameter transitivity,11,0.3902703638919723,0.2273648573670527
coverage diameter transitivity,12,0.3823132573691481,0.24952979885208332
coverage diameter transitivity,13,0.38861533515850055,0.2609812602824165
coverage diameter transitivity,14,0.40888905768878137,0.286261752459611
coverage diameter transitivity,15,0.41170078932256865,0.29440473346091817
coverage diameter transitivity,16,0.4053834504731417,0.29475493388897894
coverage diameter transitivity,17,0.40915752477182393,0.31613160637375876
coverage diameter transitivity,18,0.4126603265348027,0.30074913958155436
coverage diameter transitivity,19,0.37905765278505527,0.32970104084721635
coverage diameter transitivity,20,0.39761935949476823,0.3668484590364079
coverage diameter density,2,0.639119341160795,0.01912504875931478
coverage diameter density,3,0.4125957334741297,0.05999588187851509
coverage diameter density,4,0.4940020263332713,0.07310746597080706
coverage diameter density,5,0.5146418525751989,0.08758652898878487
coverage diameter density,6,0.4360626951274307,0.11364503287869858
coverage diameter density,7,0.4623664812158313,0.1582132124562672
coverage diameter density,8,0.43997617057091987,0.2010483756190887
coverage diameter density,9,0.4428192230589304,0.2133401497187099
coverage diameter density,10,0.4660948335549277,0.21531245489081258
coverage diameter density,11,0.47312844939534204,0.2429047928727828
coverage diameter density,12,0.4533669499281546,0.26489599882848525
coverage diameter density,13,0.45350799794691843,0.27242503153227726
coverage diameter density,14,0.461623407921074,0.28304300007848904
coverage diameter density,15,0.44481141701877425,0.3031496946568979
coverage diameter density,16,0.4478641761960743,0.3084786878155943
coverage diameter density,17,0.4534708823035761,0.31844773750455074
coverage diameter density,18,0.42103073746926106,0.34186807195019986
coverage diameter density,19,0.42249260803859134,0.34641895648866905
coverage diameter density,20,0.4248662793398457,0.3423551087053859
coverage est_apl transitivity,2,0.6500819642812988,0.01912504875931478
coverage est_apl transitivity,3,0.420992499643416,0.05817350667803811
coverage est_apl transitivity,4,0.44758519009880227,0.08130610380585045
coverage est_apl transitivity,5,0.45745055593489986,0.09359787790547172
coverage est_apl transitivity,6,0.44225857665376944,0.16563303846508878
coverage est_apl transitivity,7,0.4144516849704783,0.18423398722527443
coverage est_apl transitivity,8,0.4101106739084263,0.19091432443829134
coverage est_apl transitivity,9,0.4140579405831351,0.21309974030636222
coverage est_apl transitivity,10,0.40775577001142804,0.23094696505142828
coverage est_apl transitivity,11,0.420406391801713,0.24708072983372872
coverage est_apl transitivity,12,0.4139734612115604,0.26866342698930495
coverage est_apl transitivity,13,0.3850737219031788,0.3245604096683409
coverage est_apl transitivity,14,0.40844504120668923,0.2867795189848245
coverage est_apl transitivity,15,0.3858870082543235,0.31400953704881734
coverage est_apl transitivity,16,0.3940705574197476,0.3235654295223532
coverage est_apl transitivity,17,0.40201562697986337,0.33358622731034393
coverage est_apl transitivity,18,0.40352531157500576,0.3386316145413207
coverage est_apl transitivity,19,0.3983975100641361,0.3298947018974598
coverage est_apl transitivity,20,0.4073942366175379,0.3321717669830127
coverage est_apl density,2,0.6916859316341022,0.020327457324617583
coverage est_apl density,3,0.40512059804904177,0.06624103223637813
coverage est_apl density,4,0.47101688802068964,0.07889332807322758
coverage est_apl density,5,0.491020221854293,0.09155086269434368
coverage est_apl density,6,0.4562500200469306,0.14708907028616522
coverage est_apl density,7,0.481514052347032,0.17222898963531877
coverage est_apl density,8,0.4506851353390649,0.20086026667743362
coverage est_apl density,9,0.44206314557455434,0.21813937230642066
coverage est_apl density,10,0.4412946485425385,0.23458679450348252
coverage est_apl density,11,0.4374069058777787,0.26826845661280563
coverage est_apl density,12,0.43050710186894803,0.2630119600248712
coverage est_apl density,13,0.420189757362753,0.291916776478773
coverage est_apl density,14,0.4351503107703536,0.2806908168447529
coverage est_apl density,15,0.4381666219584558,0.3012132378300809
coverage est_apl density,16,0.42543238416080675,0.3087493177515939
coverage est_apl density,17,0.42387564350349377,0.30950903076540504
coverage est_apl density,18,0.4655932381407621,0.3375975406452308
coverage est_apl density,19,0.4477272685229565,0.3157457072994902
coverage est_apl density,20,0.4567961178334015,0.3193005687552506
coverage transitivity density,2,0.6711186431672062,0.0254372407199327
coverage transitivity density,3,0.6678872802218127,0.044503583068902994
coverage transitivity density,4,0.5901385176801078,0.06531493674702306
coverage transitivity density,5,0.6064957888393991,0.07878758365537603
coverage transitivity density,6,0.6108508995370707,0.08215574538246424
coverage transitivity density,7,0.5097378360032548,0.10139983337270607
coverage transitivity density,8,0.5123484480989202,0.11369160747232732
coverage transitivity density,9,0.4801733475167579,0.14298368166233894
coverage transitivity density,10,0.4953054834017438,0.15508437311156803
coverage transitivity density,11,0.522049109627771,0.17330887648985463
coverage transitivity density,12,0.5155391784944241,0.17993984981741878
coverage transitivity density,13,0.451622218750234,0.21380601672030458
coverage transitivity density,14,0.4428375952835789,0.21872918726474652
coverage transitivity density,15,0.44009370308997775,0.22303840951167336
coverage transitivity density,16,0.4123303507129499,0.25287495857172104
coverage transitivity density,17,0.4183428937299833,0.2561157870554559
coverage transitivity density,18,0.4080139102002285,0.24133367613575069
coverage transitivity density,19,0.3978330838320805,0.2684848897626158
coverage transitivity density,20,0.3965309789616265,0.28737629222355604
alpha error diameter,2,0.30823620682569147,0.036707860870998574
alpha error diameter,3,0.3092177224422004,0.0662205328192968
alpha error diameter,4,0.2916113647500821,0.09879232642535618
alpha error diameter,5,0.3126890852395239,0.13138416707402417
alpha error diameter,6,0.31075406933293237,0.16053123861443463
alpha error diameter,7,0.3046781555283634,0.18913896720049647
alpha error diameter,8,0.30700145686479624,0.21336165566324808
alpha error diameter,9,0.2942455192269576,0.26038029156574444
alpha error diameter,10,0.2983416200468942,0.27037561015596806
alpha error diameter,11,0.30712879679522065,0.2898161164242899
alpha error diameter,12,0.32392739460599906,0.30944616014976006
alpha error diameter,13,0.32932163496286593,0.3262992118147666
alpha error diameter,14,0.3237053963974055,0.31798146772890934
alpha error diameter,15,0.3024494252248072,0.34591097672423693
alpha error diameter,16,0.30952033739564216,0.3514013283672543
alpha error diameter,17,0.2803780884404684,0.3669251559533062
alpha error diameter,18,0.3127409809649818,0.3895271833176298
alpha error diameter,19,0.3096937703938928,0.3801910864780257
alpha error diameter,20,0.2758495622095093,0.4044327583531728
alpha error est_apl,2,0.3418761685163007,0.04620242781784659
alpha error est_apl,3,0.335113092339305,0.07900094803187688
alpha error est_apl,4,0.2496055242561964,0.10155944160169983
alpha error est_apl,5,0.2639768241089336,0.15248915976589664
alpha error est_apl,6,0.2814270346995529,0.14078870149993003
alpha error est_apl,7,0.2978457588934505,0.18265403302815122
alpha error est_apl,8,0.28582857818392726,0.19827197840208455
alpha error est_apl,9,0.28332759441522143,0.25793067785086626
alpha error est_apl,10,0.2936508655651572,0.26661874388038315
alpha error est_apl,11,0.31966036060049746,0.28828500811649826
alpha error est_apl,12,0.31866523457021917,0.32348571779602414
alpha error est_apl,13,0.3349614162011457,0.3367270315270227
alpha error est_apl,14,0.3363271677298474,0.32564599958304363
alpha error est_apl,15,0.3315881416960774,0.3392053195392967
alpha error est_apl,16,0.3332828078263933,0.3608532362882881
alpha error est_apl,17,0.33142999181334964,0.3989372455931489
alpha error est_apl,18,0.333158478433885,0.40818435764784905
alpha error est_apl,19,0.3292258485938148,0.4069303556239349
alpha error est_apl,20,0.35289417787718264,0.42034453774942226
alpha error transitivity,2,0.40035986949438723,0.028298733649735404
alpha error transitivity,3,0.2845252166100719,0.05819167634069173
alpha error transitivity,4,0.29848879643511256,0.09730465001812359
alpha error transitivity,5,0.308267680609551,0.1306619916180644
alpha error transitivity,6,0.3189279966692414,0.16331010989543768
alpha error transitivity,7,0.3243051235746648,0.17873036592714642
alpha error transitivity,8,0.3333044520440286,0.19990190012604017
alpha error transitivity,9,0.31026885832436024,0.23199174710958312
alpha error transitivity,10,0.3189913521392942,0.26800784627923285
alpha error transitivity,11,0.3209496266635341,0.30514060718433494
alpha error transitivity,12,0.3139375682604539,0.25460196258150103
alpha error transitivity,13,0.3257681338302197,0.3130632211516083
alpha error transitivity,14,0.32783134271980624,0.28808906165987475
alpha error transitivity,15,0.33447994106091883,0.3043700931783787
alpha error transitivity,16,0.3364371105240062,0.3202220104417546
alpha error transitivity,17,0.3454950363448347,0.3236754031793226
alpha error transitivity,18,0.33866207951595934,0.3447931295387235
alpha error transitivity,19,0.33869318509891433,0.35732545247851544
alpha error transitivity,20,0.3423901972784605,0.3652987027722439
alpha error density,2,0.41793085129065455,0.028592988056541986
alpha error density,3,0.3046942302205357,0.06775944613347494
alpha error density,4,0.3251121750869286,0.10304184077007889
alpha error density,5,0.32172055683001394,0.13042389168054153
alpha error density,6,0.349696682316487,0.13658747327382323
alpha error density,7,0.34931422532637896,0.17735320216589467
alpha error density,8,0.3425634164849282,0.17782467112315206
alpha error density,9,0.3608075902175687,0.1914635468796157
alpha error density,10,0.3475182260934366,0.21625616229811606
alpha error density,11,0.3536783190432287,0.2252361053544059
alpha error density,12,0.3393267718861042,0.22897224743124625
alpha error density,13,0.35455000327268726,0.2859212490615125
alpha error density,14,0.34023503087621415,0.2881615646439404
alpha error density,15,0.3438178037781396,0.3057552609679926
alpha error density,16,0.32969041921027215,0.30025340284668756
alpha error density,17,0.33132301918658674,0.3478848153699431
alpha error density,18,0.34424757507664994,0.3461869178251722
alpha error density,19,0.3506798745825159,0.388301136725249
alpha error density,20,0.3514674237843948,0.36525562832226666
alpha diameter est_apl,2,0.3844726753422123,0.03804561785964178
alpha diameter est_apl,3,0.2884766124919879,0.09453667035759071
alpha diameter est_apl,4,0.3139150103578249,0.13232638059906401
alpha diameter est_apl,5,0.3019374161443446,0.1750988009133641
alpha diameter est_apl,6,0.30383047675332303,0.1882201606362307
alpha diameter est_apl,7,0.30596291688089433,0.18447195676785447
alpha diameter est_apl,8,0.29241912941550535,0.21051929363199326
alpha diameter est_apl,9,0.2741344152331415,0.225658485294226
alpha diameter est_apl,10,0.28100547352790456,0.2611371285906769
alpha diameter est_apl,11,0.28595019205350597,0.2732628149335973
alpha diameter est_apl,12,0.28142817278341625,0.3228173383399207
alpha diameter est_apl,13,0.2964809350096686,0.32764888271451714
alpha diameter est_apl,14,0.2999497194849741,0.3497217626259711
alpha diameter est_apl,15,0.29312530010860754,0.3673945306719303
alpha diameter est_apl,16,0.2966254007207028,0.38045452796203655
alpha diameter est_apl,17,0.30066656173437983,0.4051217635545531
alpha diameter est_apl,18,0.3046883246875928,0.40836858114275526
alpha diameter est_apl,19,0.31811873349590414,0.4361458343699793
alpha diameter est_apl,20,0.3077010510521944,0.43350072204972667
alpha diameter transitivity,2,0.3177698953642033,0.04254705003548854
alpha diameter transitivity,3,0.37388812610429617,0.07436012113307713
alpha diameter transitivity,4,0.32140457647169995,0.08514548886948017
alpha diameter transitivity,5,0.3317250488882402,0.09645985906412166
alpha diameter transitivity,6,0.35309822910759403,0.15641684592636967
alpha diameter transitivity,7,0.3407882811873996,0.20540811703293463
alpha diameter transitivity,8,0.3480643643042605,0.20833069838769225
alpha diameter transitivity,9,0.35457397553660636,0.2290397507957913
alpha diameter transitivity,10,0.3655942977806956,0.24623935109743778
alpha diameter transitivity,11,0.3400092727846254,0.27998236084847966
alpha diameter transitivity,12,0.34622338867054564,0.274834131973314
alpha diameter transitivity,13,0.3461936569974403,0.30091655920654287
alpha diameter transitivity,14,0.34592730298273877,0.310118332326418
alpha diameter transitivity,15,0.3567091241919326,0.3193446363438645
alpha diameter transitivity,16,0.3661487691515155,0.37373838631399714
alpha diameter transitivity,17,0.36755533984125777,0.3710094951642874
alpha diameter transitivity,18,0.38796267601113016,0.39343937691209435
alpha diameter transitivity,19,0.3595552689010525,0.3807396791857544
alpha diameter transitivity,20,0.3759016247358434,0.39721250606821656
alpha diameter density,2,0.32232268515741014,0.06793113924117333
alpha diameter density,3,0.4043403552015659,0.08399215203314
alpha diameter density,4,0.4111263146491575,0.08101135980215501
alpha diameter density,5,0.3466448051859844,0.1103049249644772
alpha diameter density,6,0.33820611219068575,0.18377332793842885
alpha diameter density,7,0.3354455354117058,0.21152349477928983
alpha diameter density,8,0.3202663016256009,0.22440188145904036
alpha diameter density,9,0.3299133771081319,0.2394210303393576
alpha diameter density,10,0.33730788055261374,0.26013779439361095
alpha diameter density,11,0.3427169124742601,0.29037272366113753
alpha diameter density,12,0.3478476761670431,0.28586076069752214
alpha diameter density,13,0.34195621025810874,0.3223885618375079
alpha diameter density,14,0.34880747646266885,0.32512597139716337
alpha diameter density,15,0.3576725267646609,0.367052654347835
alpha diameter density,16,0.3728821766101892,0.37475257604901807
alpha diameter density,17,0.38765011270151206,0.3965542119745131
alpha diameter density,18,0.3571376389663857,0.39830034508626794
alpha diameter density,19,0.385437846023621,0.41097560159191765
alpha diameter density,20,0.38117005662908243,0.43919843519147206
alpha est_apl transitivity,2,0.31178525123460527,0.05896957089384698
alpha est_apl transitivity,3,0.3708386046256045,0.06707174413516336
alpha est_apl transitivity,4,0.31031768656128683,0.12130019739531533
alpha est_apl transitivity,5,0.33141973584804907,0.14552186809447293
alpha est_apl transitivity,6,0.3215765761756149,0.16485563740734838
alpha est_apl transitivity,7,0.31691457454852273,0.18752984568665823
alpha est_apl transitivity,8,0.3044414926277027,0.22189445689727602
alpha est_apl transitivity,9,0.31906151899058166,0.254249009713414
alpha est_apl transitivity,10,0.3255958847789129,0.2762643524989185
alpha est_apl transitivity,11,0.32553864311418784,0.3059119864185182
alpha est_apl transitivity,12,0.3055784514012499,0.28271540118052435
alpha est_apl transitivity,13,0.3219971001663846,0.3037361282259021
alpha est_apl transitivity,14,0.33546931728345486,0.30462728897056346
alpha est_apl transitivity,15,0.3381325171882338,0.33369620096731334
alpha est_apl transitivity,16,0.3505698070247489,0.35594316067778037
alpha est_apl transitivity,17,0.3459598596302606,0.35646659625682126
alpha est_apl transitivity,18,0.35571450955567707,0.4052018832461109
alpha est_apl transitivity,19,0.3415406543891191,0.40589630615185646
alpha est_apl transitivity,20,0.355799523453126,0.39868493368733166
alpha est_apl density,2,0.3229449773728289,0.04337289296242654
alpha est_apl density,3,0.4066933143020274,0.06386715594227035
alpha est_apl density,4,0.33052142591322764,0.09186374715116885
alpha est_apl density,5,0.33711433271631114,0.15592345153747933
alpha est_apl density,6,0.34738189013638915,0.16346042301784303
alpha est_apl density,7,0.3179244417794644,0.19519929639768946
alpha est_apl density,8,0.3320572874075402,0.20971970891024172
alpha est_apl density,9,0.3234481244360407,0.21302796744674715
alpha est_apl density,10,0.338921467032457,0.2515259186375984
alpha est_apl density,11,0.35442170404095813,0.2518298472827362
alpha est_apl density,12,0.34681460420513366,0.26515689536089215
alpha est_apl density,13,0.3498068232275125,0.2896002649354972
alpha est_apl density,14,0.3599776221156957,0.3157452273355714
alpha est_apl density,15,0.34787391479541474,0.3213322459527059
alpha est_apl density,16,0.3532511156310683,0.3465725603120819
alpha est_apl density,17,0.3527117910095029,0.33065762769631457
alpha est_apl density,18,0.3466111620498334,0.3758365252962738
alpha est_apl density,19,0.35095404845427014,0.37135893512416257
alpha est_apl density,20,0.32980794855676415,0.42069960540327905
alpha transitivity density,2,0.5587197850875917,0.03108406354576486
alpha transitivity density,3,0.39693215393635156,0.07921177581192501
alpha transitivity density,4,0.41569401014573176,0.09024470365671518
alpha transitivity density,5,0.3625114305728887,0.11888852253743021
alpha transitivity density,6,0.39904942230684115,0.1469735496203993
alpha transitivity density,7,0.40625318031131563,0.15477585207211575
alpha transitivity density,8,0.3960243296558067,0.20840523048919812
alpha transitivity density,9,0.36481599019923117,0.25597883667787086
alpha transitivity density,10,0.37872814829532686,0.25489886309755994
alpha transitivity density,11,0.3585137396932293,0.27319672279253354
alpha transitivity density,12,0.3579241772369592,0.26822896531664214
alpha transitivity density,13,0.35619806622389033,0.2824132600141805
alpha transitivity density,14,0.36825421937193814,0.30151971906923103
alpha transitivity density,15,0.3786757170163723,0.3161883314741362
alpha transitivity density,16,0.3652007682350666,0.3149044463300063
alpha transitivity density,17,0.36223699972937956,0.3344281891824876
alpha transitivity density,18,0.37147695264246716,0.3710032412391893
alpha transitivity density,19,0.3703441815591524,0.3623039405025
alpha transitivity density,20,0.37937358895259926,0.36591873984368123
error diameter est_apl,2,0.3498214957554091,0.035308390125918535
error diameter est_apl,3,0.35531202033409026,0.06806722357062474
error diameter est_apl,4,0.29931565563675533,0.11106813962161227
error diameter est_apl,5,0.29910045593704554,0.13004414510218548
error diameter est_apl,6,0.2918193650218199,0.14288514688102752
error diameter est_apl,7,0.3040675674673793,0.17035460589412163
error diameter est_apl,8,0.2985929776624794,0.1637203828020635
error diameter est_apl,9,0.2989148644200632,0.2139913091063947
error diameter est_apl,10,0.2864681843224409,0.25180412422338116
error diameter est_apl,11,0.2800104685595421,0.2675414725967339
error diameter est_apl,12,0.2943887076928204,0.2510097009674875
error diameter est_apl,13,0.30044713443167825,0.28487566204601117
error diameter est_apl,14,0.29683143744001794,0.3001697154534136
error diameter est_apl,15,0.30852973030928255,0.3171257794538183
error diameter est_apl,16,0.312933476979017,0.3417018106150236
